,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region
24925,bdog,1,0,Brimstone,14,15,11,2,1,0,204.9047619047619,vct-challengers,NA
24926,corey,1,0,Neon,17,13,5,3,2,0,234.0952380952381,vct-challengers,NA
24965,dos9,1,0,Jett,21,3,3,4,1,0,423.2307692307692,vct-challengers,INTL
24966,skillZ,1,0,Cypher,7,5,3,1,0,0,130.3846153846154,vct-international,INTL
24967,Paradox ,1,0,Viper,11,5,11,3,0,0,248.76923076923077,vct-challengers,INTL
24968,SkRossi,1,0,Sova,9,3,2,1,0,0,176.3846153846154,vct-international,INTL
24969,severiNe,1,0,KAY/O,16,6,3,2,1,0,281.2307692307692,vct-challengers,INTL
24993,aduka,0,1,Sova,18,16,8,2,1,0,218.36363636363637,vct-challengers,SEA
24998,Kenji1,1,0,Cypher,17,15,9,4,1,0,209.95454545454547,vct-challengers,SEA
25001,severiNe,1,0,Breach,21,14,10,1,2,1,254.4090909090909,vct-challengers,SEA
25010,Harshhh,1,0,Skye,14,16,7,2,3,0,183.66666666666666,vct-challengers,INTL
25012,lby,1,0,Breach,21,15,9,2,2,1,232.33333333333334,vct-challengers,INTL
25016,adrnking,0,1,Skye,22,15,2,3,0,0,234.875,vct-challengers,INTL
25018,venka2cold,0,1,Killjoy,17,20,1,2,3,0,199.16666666666666,vct-challengers,INTL
25036,PinOcChiOs,1,0,KAY/O,16,16,14,4,4,1,221.2608695652174,vct-challengers,SEA
25037,Acetics,1,0,Sova,15,13,5,2,2,0,194.56521739130434,vct-challengers,SEA
25038,KRX,1,0,Jett,13,17,2,4,2,0,142.7826086956522,vct-challengers,SEA
25039,P r,1,0,Omen,20,14,8,2,0,1,269.60869565217394,vct-challengers,SEA
25041,Nicksz,1,0,Omen,10,6,5,0,1,0,161.21428571428572,vct-challengers,BR
25042,Palla,1,0,Raze,16,10,2,7,0,0,321.64285714285717,vct-international,BR
25043,shelbyN,1,0,Viper,15,5,4,2,0,1,270.92857142857144,vct-challengers,BR
25044,Siduzord,1,0,Skye,12,5,6,1,1,0,229.85714285714286,vct-challengers,BR
25051,killua,0,1,Killjoy,13,18,4,3,2,0,172.1304347826087,vct-international,SEA
25053,Kadoom,0,1,Raze,14,17,10,4,8,1,196.82608695652175,vct-challengers,SEA
25054,CGRS,0,1,Gekko,12,14,6,0,0,1,157.1304347826087,vct-international,SEA
25055,foxz,1,0,Gekko,12,13,6,2,1,1,166.43478260869566,vct-international,SEA
25056,PTC,1,0,Viper,17,11,7,5,1,0,206.2173913043478,vct-international,SEA
25057,JohnOlsen,1,0,Raze,17,15,1,3,3,0,199.95652173913044,vct-international,SEA
25058,sushiboys,1,0,Killjoy,14,12,2,2,0,0,152.17391304347825,vct-international,SEA
25072,Deadly10,0,1,Chamber,18,16,1,4,3,0,238.2,vct-challengers,INTL
25074,Excali,0,1,Raze,16,15,4,3,1,1,211.45,vct-challengers,INTL
25077,adrnking,1,0,Skye,19,10,17,1,1,0,259.7,vct-challengers,INTL
25078,venka2cold,1,0,Raze,20,14,3,5,2,0,287.55,vct-challengers,INTL
25086,dgzin,1,0,Raze,23,15,3,8,2,0,314.25,vct-international,BR
25096,dgzin,0,1,Raze,8,12,3,2,6,0,204.15384615384616,vct-international,BR
25106,Georggyyy,0,1,Reyna,13,23,7,0,6,0,162.80769230769232,vct-challengers,SEA
25120,SyouTa ,0,1,Viper,14,18,4,2,1,0,189.86363636363637,vct-challengers,JP
25121,Xdll,0,1,Sova,14,18,2,2,3,0,185.6818181818182,vct-international,JP
25122,TENNN,0,1,Killjoy,19,18,3,1,3,0,235.63636363636363,vct-international,JP
25123,G0N,0,1,Omen,14,17,5,3,4,0,179.8181818181818,vct-challengers,JP
25124,CLZ,0,1,KAY/O,18,14,9,1,2,2,227.3181818181818,vct-challengers,JP
25125,yatsuka,1,0,Killjoy,19,18,4,5,3,1,250.6818181818182,vct-international,JP
25126,JoxJo,1,0,KAY/O,15,15,7,0,0,2,177.4090909090909,vct-international,JP
25127,Aace,1,0,Viper,16,17,6,1,1,0,210.9090909090909,vct-challengers,JP
25128,Caedye,1,0,Gekko,17,15,2,1,1,0,191.45454545454547,vct-international,JP
25129,Seoldam,1,0,Jett,18,14,3,6,4,0,217.86363636363637,vct-international,JP
25130,YESicaN,1,0,Omen,19,13,14,4,1,0,243.0,vct-challengers,VN
25131,f1cio,1,0,Viper,12,11,11,2,3,0,165.0952380952381,vct-challengers,VN
25132,gin,1,0,Phoenix,18,14,6,1,2,0,233.66666666666666,vct-challengers,VN
25134,Kishi1,1,0,Gekko,21,13,6,3,0,0,268.04761904761904,vct-challengers,VN
25140,Excali,1,0,Sova,19,11,3,1,3,2,218.27272727272728,vct-challengers,INTL
25141,Deadly10,1,0,Raze,21,17,4,5,3,0,237.27272727272728,vct-challengers,INTL
25145,techno2cold,0,1,Omen,12,15,5,2,2,0,169.04545454545453,vct-challengers,INTL
25146,Deathmaker,0,1,Gekko,20,14,7,1,4,2,252.45454545454547,vct-challengers,INTL
25148,Hellff,0,1,Breach,16,19,7,2,1,0,215.8181818181818,vct-challengers,INTL
25150,Fresht,0,1,Breach,10,15,11,0,2,0,171.11111111111111,vct-challengers,LATAM
25157,BandiCoot,1,0,Omen,12,11,9,2,4,0,199.16666666666666,vct-challengers,LATAM
25170,ArPoom,0,1,Viper,4,14,2,2,1,0,117.5,vct-challengers,SEA
25171,socools0da,0,1,Omen,10,14,4,1,2,0,180.1875,vct-challengers,SEA
25172,N0NGLAZ,0,1,Fade,10,13,4,1,0,0,169.9375,vct-challengers,SEA
25173,AloNeFillz,0,1,Gekko,4,14,1,1,2,0,66.0,vct-challengers,SEA
25175,JohnOlsen,1,0,Jett,15,10,1,3,3,0,233.0625,vct-international,SEA
25177,PTC,1,0,KAY/O,13,6,9,1,2,0,222.875,vct-international,SEA
25178,sushiboys,1,0,Killjoy,18,5,5,1,1,0,272.625,vct-international,SEA
25179,foxz,1,0,Sova,10,7,7,1,0,1,173.3125,vct-international,SEA
25180,Ra1ny,0,1,Gekko,10,14,6,1,0,0,133.13636363636363,vct-challengers,SEA
25181,YanLi,0,1,Skye,26,13,3,6,1,0,329.72727272727275,vct-challengers,SEA
25183,XyuS,0,1,Raze,17,17,3,4,4,0,229.9090909090909,vct-challengers,SEA
25184,W1nner,0,1,Omen,9,16,5,0,3,0,116.5909090909091,vct-challengers,SEA
25185,CHIMEI,1,0,Skye,11,13,6,2,2,0,154.5,vct-challengers,SEA
25186,coconut,1,0,Gekko,19,13,3,1,4,0,242.5909090909091,vct-challengers,SEA
25187,Kiuuuu,1,0,Viper,16,20,6,3,3,0,211.6818181818182,vct-challengers,SEA
25188,Uta,1,0,Brimstone,10,13,15,1,0,0,146.9090909090909,vct-challengers,SEA
25189,riyabtw,1,0,Raze,19,14,2,3,3,1,231.95454545454547,vct-challengers,SEA
25198,dapr,1,0,Cypher,17,10,5,3,1,1,195.8095238095238,vct-international,NA
25220,g0tten,1,0,Omen,17,13,9,1,2,1,226.9047619047619,vct-challengers,SEA
25221,Kush,1,0,Sova,16,11,3,3,0,0,215.57142857142858,vct-challengers,SEA
25222,Valdyn1,1,0,Breach,22,12,6,1,1,0,263.3809523809524,vct-challengers,SEA
25224,Cud,1,0,Killjoy,15,12,2,4,0,0,188.23809523809524,vct-challengers,SEA
25225,Shiro,0,1,Sova,16,13,9,1,2,0,240.85714285714286,vct-challengers,SEA
25226,BerserX PRE,0,1,Killjoy,12,14,7,4,2,1,183.52380952380952,vct-challengers,SEA
25228,famouzin,0,1,Jett,12,17,5,3,4,1,178.47619047619048,vct-challengers,SEA
25235,mada,1,0,Raze,19,13,0,4,2,0,301.4117647058824,vct-challengers,NA
25236,odeShiMa,1,0,Viper,14,10,9,3,2,0,228.58823529411765,vct-challengers,NA
25237,v1c,1,0,Cypher,15,11,4,1,2,0,237.1764705882353,vct-challengers,NA
25250,yatsuka,1,0,Killjoy,26,14,0,1,1,1,235.75,vct-international,JP
25251,Seoldam,1,0,Jett,24,20,3,8,7,0,253.60714285714286,vct-international,JP
25252,JoxJo,1,0,KAY/O,12,19,18,2,1,0,156.46428571428572,vct-international,JP
25253,Caedye,1,0,Sova,15,20,10,2,4,0,167.78571428571428,vct-international,JP
25254,Aace,1,0,Omen,23,16,7,0,2,0,223.89285714285714,vct-challengers,JP
25255,Xdll,0,1,Sova,17,24,8,5,3,0,202.03571428571428,vct-international,JP
25256,TENNN,0,1,Killjoy,16,21,5,1,1,0,151.71428571428572,vct-international,JP
25257,SyouTa ,0,1,Jett,27,18,5,3,5,0,260.92857142857144,vct-challengers,JP
25258,G0N,0,1,Omen,9,19,14,1,2,0,108.75,vct-challengers,JP
25259,CLZ,0,1,KAY/O,20,18,10,5,2,0,218.53571428571428,vct-challengers,JP
25260,famouzin,0,1,Jett,16,20,6,5,10,0,215.7391304347826,vct-challengers,SEA
25261,Shiro,0,1,Sova,20,17,12,2,0,0,256.4347826086956,vct-challengers,SEA
25264,BerserX PRE,0,1,Killjoy,11,14,3,2,1,1,125.08695652173913,vct-challengers,SEA
25265,Kush,1,0,Sova,23,11,5,3,2,1,262.2608695652174,vct-challengers,SEA
25266,g0tten,1,0,Omen,12,17,11,2,0,0,155.7826086956522,vct-challengers,SEA
25268,Valdyn1,1,0,KAY/O,17,15,15,2,3,1,199.0,vct-challengers,SEA
25269,Cud,1,0,Killjoy,22,15,2,4,2,0,264.9130434782609,vct-challengers,SEA
25272,x jfoen,1,0,Breach,15,15,13,3,1,0,182.43478260869566,vct-challengers,LATAM
25273,x glyph,1,0,Gekko,15,15,7,0,0,0,191.56521739130434,vct-challengers,LATAM
25276,Feniz,0,1,Cypher,13,14,7,1,1,1,153.08695652173913,vct-challengers,LATAM
25278,Jowzera,0,1,Breach,13,14,9,0,1,2,154.3913043478261,vct-challengers,LATAM
25295,Evilkyk,0,1,Skye,8,17,8,1,3,0,117.8,vct-challengers,BR
25296,luk xo,0,1,Viper,16,13,4,3,1,0,236.75,vct-challengers,BR
25297,rood,0,1,Brimstone,6,18,13,1,3,0,98.8,vct-challengers,BR
25298,Sato,0,1,Raze,20,15,2,3,2,0,296.3,vct-challengers,BR
25299,Urango,0,1,KAY/O,18,15,11,2,1,1,239.55,vct-challengers,BR
25323,PatMen,0,1,Skye,6,15,3,0,2,0,137.33333333333334,vct-challengers,SEA
25324,ZYND,0,1,Cypher,9,13,1,1,1,1,179.26666666666668,vct-challengers,SEA
25325,DubsteP,1,0,Brimstone,13,5,6,1,2,0,242.73333333333332,vct-international,SEA
25327,Marky3,1,0,Viper,14,5,6,3,0,0,244.46666666666667,vct-challengers,SEA
25329,xavi8k,1,0,Cypher,18,6,5,4,0,0,305.3333333333333,vct-challengers,SEA
25341,dgzin,0,1,Raze,18,20,2,3,5,0,205.0,vct-international,BR
25346,Nicksz,1,0,Omen,12,14,10,0,3,0,135.08333333333334,vct-challengers,BR
25347,Palla,1,0,Raze,32,18,5,7,0,2,369.2083333333333,vct-international,BR
25348,shelbyN,1,0,Viper,14,16,6,3,3,0,160.0,vct-challengers,BR
25349,Siduzord,1,0,Gekko,21,14,8,2,0,0,248.5,vct-challengers,BR
25370,Milooo,1,0,Viper,13,8,6,1,2,1,222.35294117647058,vct-challengers,VN
25372,Mihlog,1,0,Fade,21,9,4,4,0,0,307.6470588235294,vct-challengers,VN
25374,BanhMj,1,0,Killjoy,11,11,3,0,2,0,174.47058823529412,vct-challengers,VN
25385,lby,1,0,Breach,17,10,17,1,0,0,228.55,vct-challengers,INTL
25386,Harshhh,1,0,Omen,14,11,11,1,4,0,195.9,vct-challengers,INTL
25390,snarly,1,0,KAY/O,11,18,12,4,1,0,150.53846153846155,vct-challengers,NA
25393,tdawgg,1,0,Sova,16,18,4,2,3,0,174.53846153846155,vct-challengers,NA
25402,rich111,1,0,Fade,14,12,7,4,2,0,218.58823529411765,vct-challengers,BR
25415,ZYND,1,0,Jett,22,8,2,5,1,0,291.8421052631579,vct-challengers,SEA
25417,PatMen,1,0,KAY/O,21,10,16,3,0,0,316.42105263157896,vct-challengers,SEA
25430,CGRS,1,0,Sova,17,13,6,1,2,0,209.6086956521739,vct-international,SEA
25431,killua,1,0,Breach,14,16,9,2,2,0,168.0,vct-international,SEA
25433,Kadoom,1,0,Jett,18,13,1,7,3,0,218.04347826086956,vct-challengers,SEA
25435,ArPoom,0,1,Astra,13,17,7,1,0,0,176.04347826086956,vct-challengers,SEA
25436,socools0da,0,1,Sova,15,18,5,1,5,0,180.65217391304347,vct-challengers,SEA
25437,N0NGLAZ,0,1,Cypher,19,19,5,3,3,1,228.82608695652175,vct-challengers,SEA
25438,AloNeFillz,0,1,Breach,10,16,7,0,3,1,129.1304347826087,vct-challengers,SEA
25447,Gucc107,0,1,KAY/O,14,18,8,0,0,0,238.65,vct-challengers,NA
25448,moobs,0,1,Sova,11,14,3,1,3,1,133.65,vct-challengers,NA
25460,famouzin,1,0,Jett,18,16,2,2,3,0,237.04761904761904,vct-challengers,SEA
25461,BerserX PRE,1,0,Killjoy,18,12,3,0,0,0,226.61904761904762,vct-challengers,SEA
25463,Shiro,1,0,Sova,16,11,5,1,3,0,200.33333333333334,vct-challengers,SEA
25480,yatsuka,1,0,Killjoy,13,12,3,2,4,0,162.91304347826087,vct-international,JP
25481,Seoldam,1,0,Jett,26,15,3,5,4,0,318.5652173913044,vct-international,JP
25482,JoxJo,1,0,KAY/O,18,14,15,2,1,0,224.82608695652175,vct-international,JP
25483,Caedye,1,0,Sova,14,16,6,1,3,0,167.47826086956522,vct-international,JP
25484,Aace,1,0,Omen,18,14,13,1,0,0,222.2608695652174,vct-challengers,JP
25490,JohnOlsen,1,0,Raze,17,15,6,5,1,0,224.6818181818182,vct-international,SEA
25492,PTC,1,0,Fade,12,10,12,2,1,1,148.6818181818182,vct-international,SEA
25493,sushiboys,1,0,Brimstone,18,10,15,3,0,0,218.4090909090909,vct-international,SEA
25494,foxz,1,0,Gekko,16,13,5,3,2,0,174.3181818181818,vct-international,SEA
25496,Acetics,0,1,Fade,13,15,4,3,2,0,177.4090909090909,vct-challengers,SEA
25497,PinOcChiOs,0,1,Gekko,6,16,2,1,4,0,77.4090909090909,vct-challengers,SEA
25500,lzz,1,0,Astra,10,13,5,1,1,0,142.4,vct-challengers,BR
25501,pryze,1,0,Fade,12,10,7,0,1,0,174.1,vct-challengers,BR
25502,silentzz,1,0,Raze,24,13,3,5,3,1,334.4,vct-challengers,BR
25503,spike1,1,0,Gekko,15,11,6,2,2,0,220.25,vct-challengers,BR
25504,zap,1,0,Viper,12,12,2,4,1,0,169.7,vct-challengers,BR
25511,seven,1,0,KAY/O,18,8,9,0,0,0,287.6470588235294,vct-international,NA
25512,gMd,1,0,Viper,10,9,5,1,2,0,152.76470588235293,vct-international,NA
25516,moobs,0,1,Yoru,8,17,1,3,2,0,135.64705882352942,vct-challengers,NA
25519,Gucc107,0,1,Viper,10,16,11,0,2,0,175.88235294117646,vct-challengers,NA
25520,snarly,0,1,KAY/O,12,20,9,1,3,0,148.95652173913044,vct-challengers,NA
25523,tdawgg,0,1,Sova,20,15,7,2,1,0,257.2608695652174,vct-challengers,NA
25543,Nexi,1,0,KAY/O,14,12,8,0,1,0,208.78947368421052,vct-international,SEA
25545,ZYND,0,1,Jett,11,16,2,2,1,0,160.1578947368421,vct-challengers,SEA
25547,PatMen,0,1,Viper,17,15,3,4,5,0,276.2105263157895,vct-challengers,SEA
25551,PinOcChiOs,1,0,Viper,22,13,4,1,1,1,260.1363636363636,vct-challengers,SEA
25552,Acetics,1,0,Skye,8,15,6,0,2,1,106.0909090909091,vct-challengers,SEA
25553,KRX,1,0,Raze,18,19,6,5,4,0,261.8181818181818,vct-challengers,SEA
25554,P r,1,0,Brimstone,12,16,8,0,2,0,171.36363636363637,vct-challengers,SEA
25560,Hyzee,0,1,Cypher,15,20,13,4,4,0,156.5,vct-challengers,VN
25571,xazyyyy,0,1,Omen,4,14,3,0,2,0,92.92857142857143,vct-challengers,EMEA
25575,waddle,1,0,Fade,19,4,3,5,0,0,375.2142857142857,vct-international,EMEA
25576,Filu,1,0,Raze,19,6,2,3,1,0,359.7142857142857,vct-challengers,EMEA
25577,Tag,1,0,Cypher,8,6,3,0,0,0,138.07142857142858,vct-challengers,EMEA
25578,WACKIE,1,0,Breach,9,5,7,1,0,1,166.5,vct-challengers,EMEA
25579,caydeN,1,0,Omen,13,5,7,3,1,1,226.71428571428572,vct-challengers,EMEA
25581,Hals,0,1,Cypher,13,13,5,1,2,2,222.33333333333334,vct-challengers,JP
25583,BRIAN,0,1,Gekko,11,14,4,1,4,0,175.16666666666666,vct-challengers,JP
25590,Tag,1,0,Cypher,11,7,4,2,1,0,169.35294117647058,vct-challengers,EMEA
25591,Filu,1,0,Yoru,13,10,0,3,4,0,170.47058823529412,vct-challengers,EMEA
25592,WACKIE,1,0,Omen,17,5,8,3,2,1,280.70588235294116,vct-challengers,EMEA
25593,waddle,1,0,Sova,12,7,7,2,0,0,202.11764705882354,vct-international,EMEA
25594,caydeN,1,0,Viper,12,8,6,0,0,0,186.05882352941177,vct-challengers,EMEA
25610,Mephist0,1,0,Jett,18,16,4,5,4,0,224.75,vct-challengers,LATAM
25620,PatMen,0,1,Raze,12,22,2,5,9,0,151.29166666666666,vct-challengers,SEA
25623,ZYND,0,1,Viper,10,20,10,1,1,0,146.58333333333334,vct-challengers,SEA
25630,Xdll,0,1,Fade,11,17,3,1,4,1,140.8095238095238,vct-international,JP
25631,TENNN,0,1,Viper,10,19,3,0,3,0,149.57142857142858,vct-international,JP
25632,SyouTa ,0,1,Yoru,14,20,1,7,4,0,195.95238095238096,vct-challengers,JP
25633,G0N,0,1,Brimstone,19,13,7,0,1,1,268.04761904761904,vct-challengers,JP
25634,CLZ,0,1,Gekko,10,17,7,0,1,1,125.61904761904762,vct-challengers,JP
25635,NOBITA,1,0,Sage,18,12,3,2,1,0,215.61904761904762,vct-challengers,JP
25636,Mis4ya,1,0,Skye,17,13,9,2,3,0,221.23809523809524,vct-challengers,JP
25638,Gwangboong,1,0,Raze,31,15,4,2,0,0,396.57142857142856,vct-challengers,JP
25639,Gatorada,1,0,Brimstone,7,11,11,2,2,1,123.66666666666667,vct-challengers,JP
25650,Xdll,1,0,Skye,18,21,9,6,2,0,236.04545454545453,vct-international,JP
25651,SyouTa ,1,0,Jett,23,16,5,3,2,0,311.04545454545456,vct-challengers,JP
25652,G0N,1,0,Omen,16,12,11,1,4,0,188.3181818181818,vct-challengers,JP
25654,CLZ,1,0,Harbor,18,12,7,1,1,2,223.72727272727272,vct-challengers,JP
25690,Tag,1,0,Cypher,20,17,4,2,0,0,209.375,vct-challengers,EMEA
25691,caydeN,1,0,Brimstone,13,14,13,0,0,0,155.0,vct-challengers,EMEA
25692,waddle,1,0,Skye,21,17,6,3,2,0,220.25,vct-international,EMEA
25693,Filu,1,0,Raze,22,16,9,12,4,0,294.2083333333333,vct-challengers,EMEA
25694,WACKIE,1,0,Viper,20,17,8,0,1,0,229.125,vct-challengers,EMEA
25706,tinchoff,1,0,Killjoy,16,14,0,1,2,1,169.45833333333334,vct-challengers,LAS
25707,Dantedeu5,1,0,Jett,24,17,1,7,6,1,286.6666666666667,vct-challengers,LAS
25708,Cebando,1,0,Omen,17,16,8,1,2,0,196.58333333333334,vct-challengers,LAS
25709,NicoMachine,1,0,KAY/O,15,15,15,3,0,0,224.16666666666666,vct-challengers,LAS
25715,techno2cold,1,0,Viper,14,17,6,1,2,0,181.91666666666666,vct-challengers,INTL
25718,Hellff,1,0,Sova,14,15,8,0,0,0,189.58333333333334,vct-challengers,INTL
25719,Deathmaker,1,0,Jett,20,19,1,6,9,0,246.58333333333334,vct-challengers,INTL
25725,JohnOlsen,1,0,Raze,11,13,3,3,2,0,173.8235294117647,vct-international,SEA
25727,PTC,1,0,Viper,21,11,8,4,0,0,346.3529411764706,vct-international,SEA
25728,sushiboys,1,0,Killjoy,15,11,4,1,2,0,246.11764705882354,vct-international,SEA
25729,foxz,1,0,Gekko,20,7,4,2,1,2,302.5882352941176,vct-international,SEA
25730,blowz,1,0,Gekko,25,10,7,2,1,2,326.95,vct-challengers,BR
25731,ghoul33,1,0,Jett,22,16,1,4,3,0,302.7,vct-challengers,BR
25742,ZYND,1,0,Reyna,13,11,5,2,1,1,212.25,vct-challengers,SEA
25743,PatMen,1,0,Killjoy,11,11,4,4,1,0,206.5625,vct-challengers,SEA
25745,Marky3,0,1,Neon,11,14,3,4,5,0,213.375,vct-challengers,SEA
25748,xavi8k,0,1,Cypher,13,14,2,1,2,0,215.875,vct-challengers,SEA
25749,DubsteP,0,1,Omen,10,14,5,1,0,0,180.8125,vct-international,SEA
25774,Flukyy3,1,0,Jett,18,16,3,8,2,0,241.3181818181818,vct-international,SEA
25776,PinOcChiOs,0,1,Sova,18,13,5,1,1,0,234.27272727272728,vct-challengers,SEA
25779,KRX,0,1,KAY/O,20,16,11,3,1,0,269.72727272727275,vct-challengers,SEA
25780,Xdll,0,1,Sova,15,18,7,4,1,0,242.2,vct-international,JP
25781,TENNN,0,1,Cypher,14,14,8,1,3,0,202.65,vct-international,JP
25782,SyouTa ,0,1,Raze,13,14,0,3,3,0,155.0,vct-challengers,JP
25783,G0N,0,1,Omen,15,15,7,0,2,0,220.15,vct-challengers,JP
25784,CLZ,0,1,Breach,12,15,11,1,2,0,175.05,vct-challengers,JP
25790,Hyzee,0,1,Breach,13,16,9,3,1,0,169.95652173913044,vct-challengers,VN
25805,Xdll,1,0,Fade,21,13,2,2,4,0,222.58333333333334,vct-international,JP
25806,TENNN,1,0,Viper,11,17,4,1,2,0,150.16666666666666,vct-international,JP
25807,SyouTa ,1,0,Yoru,21,15,3,6,2,0,240.70833333333334,vct-challengers,JP
25808,G0N,1,0,Brimstone,20,16,8,2,1,1,246.04166666666666,vct-challengers,JP
25809,CLZ,1,0,Gekko,10,17,5,1,3,0,121.79166666666667,vct-challengers,JP
25810,lzz,1,0,Viper,21,13,3,1,1,1,249.04761904761904,vct-challengers,BR
25811,pryze,1,0,Sova,11,13,9,1,0,0,160.76190476190476,vct-challengers,BR
25812,silentzz,1,0,Jett,24,17,3,9,3,0,348.2857142857143,vct-challengers,BR
25813,spike1,1,0,Gekko,12,13,7,0,4,0,148.1904761904762,vct-challengers,BR
25814,zap,1,0,Killjoy,11,12,3,1,1,0,149.71428571428572,vct-challengers,BR
25816,Nicksz,0,1,KAY/O,8,17,11,1,3,0,137.47619047619048,vct-challengers,BR
25817,PxS,0,1,Jett,13,20,4,3,6,0,178.95238095238096,vct-challengers,BR
25819,Siduzord,0,1,Sova,20,15,4,3,2,0,252.1904761904762,vct-challengers,BR
25820,blowz,1,0,Brimstone,24,8,5,1,0,0,321.1578947368421,vct-challengers,BR
25821,ghoul33,1,0,Raze,24,15,3,5,2,0,365.42105263157896,vct-challengers,BR
25831,dgzin,1,0,Raze,27,15,4,8,5,0,363.3809523809524,vct-international,BR
25835,lzz,0,1,Astra,11,14,3,1,1,0,147.23809523809524,vct-challengers,BR
25836,pryze,0,1,Fade,16,15,5,0,1,1,204.42857142857142,vct-challengers,BR
25837,silentzz,0,1,Raze,20,17,1,6,3,0,284.0952380952381,vct-challengers,BR
25838,spike1,0,1,Gekko,10,17,4,2,3,0,164.71428571428572,vct-challengers,BR
25839,zap,0,1,Viper,11,15,8,1,3,1,154.38095238095238,vct-challengers,BR
25891,dgzin,1,0,Jett,11,13,3,2,3,0,178.11111111111111,vct-international,BR
25927,snarly,1,0,Sage,22,24,14,3,2,0,210.43333333333334,vct-challengers,NA
25928,tdawgg,1,0,Sova,25,26,10,3,4,0,238.36666666666667,vct-challengers,NA
25943,dgzin,1,0,Jett,20,16,2,7,5,0,281.9047619047619,vct-international,BR
25946,rich111,0,1,Sova,9,13,7,2,3,1,153.0952380952381,vct-challengers,BR
25955,blowz,1,0,Gekko,17,6,6,3,1,0,279.93333333333334,vct-challengers,BR
25956,ghoul33,1,0,Raze,12,11,4,3,2,0,236.8,vct-challengers,BR
25960,Shiro,1,0,Breach,10,11,16,1,1,0,160.94736842105263,vct-challengers,SEA
25961,famouzin,1,0,Raze,30,12,2,6,3,0,436.42105263157896,vct-challengers,SEA
25964,BerserX PRE,1,0,Cypher,14,10,5,1,0,0,196.47368421052633,vct-challengers,SEA
25971,Mephist0,0,1,Raze,22,19,3,9,8,0,264.2692307692308,vct-challengers,LATAM
25979,BandiCoot,1,0,Omen,20,15,15,2,1,1,215.80769230769232,vct-challengers,LATAM
25980,techno2cold,0,1,Omen,20,16,15,1,1,0,231.3913043478261,vct-challengers,INTL
25983,Hellff,0,1,Sage,14,16,9,1,0,0,171.47826086956522,vct-challengers,INTL
25984,Deathmaker,0,1,Raze,13,18,4,4,4,0,177.82608695652175,vct-challengers,INTL
25985,adrnking,1,0,Skye,17,15,5,1,1,0,200.82608695652175,vct-challengers,INTL
25986,venka2cold,1,0,Jett,14,18,3,3,4,0,177.17391304347825,vct-challengers,INTL
25991,Harshhh,1,0,Omen,37,24,5,5,4,2,295.47058823529414,vct-challengers,INTL
25994,lby,1,0,Sova,17,25,10,1,2,0,166.0,vct-challengers,INTL
25996,Excali,0,1,Killjoy,18,22,7,2,1,0,165.61764705882354,vct-challengers,INTL
25998,Deadly10,0,1,Raze,31,25,2,10,2,0,259.5,vct-challengers,INTL
26001,KIMB0,1,0,Cypher,9,10,4,0,0,0,109.22727272727273,vct-challengers,LATAM
26002,kivary,1,0,Raze,21,17,3,9,3,0,280.8636363636364,vct-challengers,LATAM
26003,jotinha,1,0,Brimstone,6,16,9,0,4,0,102.27272727272727,vct-challengers,LATAM
26004,Forcee,1,0,Skye,18,13,7,0,1,2,219.63636363636363,vct-challengers,LATAM
26010,W1nner,0,1,Viper,15,15,1,6,2,1,206.0,vct-challengers,SEA
26011,Ra1ny,0,1,Gekko,7,12,2,0,1,0,117.10526315789474,vct-challengers,SEA
26012,XyuS,0,1,Raze,14,15,2,1,3,0,219.26315789473685,vct-challengers,SEA
26013,YanLi,0,1,Skye,9,14,3,2,3,0,131.31578947368422,vct-challengers,SEA
26015,coconut,1,0,Gekko,18,11,4,0,0,1,271.05263157894734,vct-challengers,SEA
26016,riyabtw,1,0,Raze,14,9,1,2,3,0,195.10526315789474,vct-challengers,SEA
26017,Uta,1,0,Omen,17,9,7,3,3,0,250.68421052631578,vct-challengers,SEA
26018,CHIMEI,1,0,Skye,8,8,5,0,3,0,117.6842105263158,vct-challengers,SEA
26019,Kiuuuu,1,0,Viper,12,13,7,5,0,0,194.05263157894737,vct-challengers,SEA
26021,PinOcChiOs,1,0,Breach,8,21,13,0,2,0,96.67857142857143,vct-challengers,SEA
26022,Acetics,1,0,Sova,28,18,7,3,4,1,271.17857142857144,vct-challengers,SEA
26023,KRX,1,0,Neon,29,23,3,4,6,0,288.75,vct-challengers,SEA
26024,P r,1,0,Omen,20,19,10,2,2,1,205.35714285714286,vct-challengers,SEA
26031,PinOcChiOs,1,0,KAY/O,19,7,13,1,0,1,308.0,vct-challengers,SEA
26032,Acetics,1,0,Sova,13,8,7,3,0,1,230.4375,vct-challengers,SEA
26033,KRX,1,0,Jett,15,10,2,4,2,1,241.8125,vct-challengers,SEA
26034,P r,1,0,Omen,11,10,10,0,1,1,190.875,vct-challengers,SEA
26046,Nicksz,1,0,Breach,19,10,11,2,0,0,272.1111111111111,vct-challengers,BR
26047,PxS,1,0,Neon,16,15,6,5,1,0,251.94444444444446,vct-challengers,BR
26049,Siduzord,1,0,Fade,26,9,10,3,3,0,372.8888888888889,vct-challengers,BR
26087,adrnking,1,0,Fade,20,9,5,2,1,0,264.0,vct-challengers,INTL
